,Unnamed: 0,cust_id,activated_date,last_payment_date,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,fraud,Year_ad,Month,activated_datec,last_payment_datec,cash/credit_limit,Year_lpd
4802,4803,C14936,2020-03-15,2020-10-16,105.385636,1.0,1536.31,344.91,1191.4,0.0,0.666667,0.166667,0.416667,0.0,0,8,3000.0,1639.344093,161.467632,0.625,12,0,2020.0,3.0,2020-03,2020-10-16,0.0,2020.0
4803,4804,C14937,2020-03-15,2020-06-09,2843.942194,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.583333,10,0,3000.0,869.193769,910.7037619999999,0.0,12,0,2020.0,3.0,2020-03,2020-06-09,,2020.0
4804,4805,C14938,2020-03-15,2020-05-10,28.315171000000003,0.5,225.02,111.7,113.32,0.0,0.375,0.125,0.125,0.0,0,3,10000.0,315.24624900000003,118.313994,1.0,8,0,2020.0,3.0,2020-03,2020-05-10,0.0,2020.0
4805,4806,C14939,2020-03-15,2020-04-26,949.530268,1.0,45.65,45.65,0.0,47.786053,0.083333,0.083333,0.0,0.083333,1,1,1000.0,303.450157,456.01689500000003,0.0,12,0,2020.0,3.0,2020-03,2020-04-26,0.047786053,2020.0
4806,4807,C14940,2020-03-15,2020-09-07,34.706824,0.181818,242.9,242.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1500.0,85.29089499999999,174.958496,0.0,12,0,2020.0,3.0,2020-03,2020-09-07,0.0,2020.0
4807,4808,C14941,2020-03-15,2020-09-10,3596.7495719999997,1.0,0.0,0.0,0.0,1172.638871,0.0,0.0,0.0,0.166667,3,0,6000.0,1499.4013439999999,765.099049,0.0,12,0,2020.0,3.0,2020-03,2020-09-10,0.19543981183333334,2020.0
4808,4809,C14942,2020-03-15,2020-10-29,49.920897,1.0,400.19,400.19,0.0,0.0,1.0,1.0,0.0,0.0,0,14,8500.0,363.703322,177.221407,0.727273,12,0,2020.0,3.0,2020-03,2020-10-29,0.0,2020.0
4809,4810,C14943,2020-03-15,2020-05-29,120.945829,0.7,33.38,0.0,33.38,0.0,0.2,0.0,0.1,0.0,0,2,1000.0,514.002301,148.330512,0.0,10,0,2020.0,3.0,2020-03,2020-05-29,0.0,2020.0
4810,4811,C14944,2020-03-15,2020-10-30,1118.479084,1.0,325.95,203.96,121.99,0.0,0.666667,0.333333,0.25,0.0,0,9,2400.0,290.888289,369.13079500000003,0.0,12,0,2020.0,3.0,2020-03,2020-10-30,0.0,2020.0
4811,4812,C14945,2020-03-15,2020-07-31,216.184011,0.454545,0.0,0.0,0.0,948.3807439999999,0.0,0.0,0.0,0.166667,2,0,1200.0,243.64342000000002,173.667325,0.0,12,0,2020.0,3.0,2020-03,2020-07-31,0.7903172866666666,2020.0
4812,4813,C14946,2020-03-15,2020-08-01,3997.5726590000004,1.0,0.0,0.0,0.0,3516.5482,0.0,0.0,0.0,0.272727,6,0,4500.0,1456.274689,1310.022633,0.0,11,0,2020.0,3.0,2020-03,2020-08-01,0.7814551555555556,2020.0
4813,4814,C14947,2020-03-15,2020-10-29,1906.703614,1.0,780.0,0.0,780.0,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,1338.3034710000002,598.6491980000001,0.0,12,0,2020.0,3.0,2020-03,2020-10-29,0.0,2020.0
4814,4815,C14948,2020-03-15,2020-10-04,1747.359784,1.0,0.0,0.0,0.0,413.38083,0.0,0.0,0.0,0.333333,8,0,1800.0,700.732344,755.249544,0.0,12,0,2020.0,3.0,2020-03,2020-10-04,0.22965601666666666,2020.0
4815,4816,C14949,2020-03-15,2020-08-14,2363.6154920000004,1.0,1441.32,374.64,1066.68,0.0,0.833333,0.083333,0.833333,0.0,0,11,6000.0,1055.392983,988.4089769999999,0.0,12,0,2020.0,3.0,2020-03,2020-08-14,0.0,2020.0
4816,4817,C14950,2020-03-15,2020-09-23,1247.196735,1.0,243.0,243.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,9,1200.0,529.0914769999999,919.446681,0.0,12,0,2020.0,3.0,2020-03,2020-09-23,0.0,2020.0
4817,4818,C14951,2020-03-15,2020-08-03,336.640397,1.0,589.59,165.0,424.59,0.0,0.833333,0.083333,0.75,0.0,0,17,5000.0,839.728514,184.63555300000002,0.0,12,0,2020.0,3.0,2020-03,2020-08-03,0.0,2020.0
4818,4819,C14952,2020-03-15,2020-11-01,135.493002,1.0,0.0,0.0,0.0,499.794103,0.0,0.0,0.0,0.25,4,0,1200.0,1844.110066,185.379277,0.166667,12,0,2020.0,3.0,2020-03,2020-11-01,0.41649508583333333,2020.0
4819,4820,C14953,2020-03-15,2020-10-19,957.9805880000001,1.0,424.76,0.0,424.76,0.0,0.333333,0.0,0.333333,0.0,0,4,5000.0,504.56116,337.959338,0.0,12,0,2020.0,3.0,2020-03,2020-10-19,0.0,2020.0
4820,4821,C14954,2020-03-15,2020-11-01,965.2366789999999,1.0,2786.08,763.82,2022.26,0.0,0.75,0.333333,0.666667,0.0,0,33,4500.0,1399.589495,244.198717,0.0,12,0,2020.0,3.0,2020-03,2020-11-01,0.0,2020.0
4821,4822,C14955,2020-03-15,2020-09-01,260.409355,1.0,545.34,257.34,288.0,0.0,0.416667,0.166667,0.166667,0.0,0,9,1500.0,384.809868,189.1629,0.0,12,0,2020.0,3.0,2020-03,2020-09-01,0.0,2020.0
4822,4823,C14956,2020-03-16,2020-05-26,2772.790822,1.0,337.98,0.0,337.98,198.185224,1.0,0.0,1.0,0.416667,7,45,3000.0,1043.3963529999999,1046.955311,0.0,12,0,2020.0,3.0,2020-03,2020-05-26,0.06606174133333334,2020.0
4823,4824,C14957,2020-03-16,2020-10-17,1305.266304,0.833333,1078.89,844.99,233.9,2081.15215,0.833333,0.833333,0.666667,0.666667,4,20,5000.0,164.080259,191.069553,0.0,6,0,2020.0,3.0,2020-03,2020-10-17,0.41623043,2020.0
4824,4825,C14958,2020-03-16,2020-06-05,1153.3359380000002,1.0,886.56,0.0,886.56,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,724.171914,2256.223464,0.0,12,0,2020.0,3.0,2020-03,2020-06-05,0.0,2020.0
4825,4826,C14959,2020-03-16,2020-10-25,633.388444,1.0,830.45,830.45,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,6000.0,497.2634019999999,239.60665099999997,0.0,12,0,2020.0,3.0,2020-03,2020-10-25,0.0,2020.0
4826,4827,C14960,2020-03-16,2020-11-05,5830.700298,1.0,4079.01,507.0,3572.01,0.0,1.0,0.333333,1.0,0.0,0,72,11500.0,2038.2018690000002,1375.326986,0.0,12,0,2020.0,3.0,2020-03,2020-11-05,0.0,2020.0
4827,4828,C14961,2020-03-16,2020-09-21,4931.40051,1.0,540.0,540.0,0.0,527.008867,0.083333,0.083333,0.0,0.25,6,2,11500.0,1174.8065199999999,1147.961544,0.0,12,0,2020.0,3.0,2020-03,2020-09-21,0.045826858,2020.0
4828,4829,C14962,2020-03-16,2020-09-04,344.53244700000005,1.0,3603.0,1990.05,1612.95,0.0,1.0,1.0,1.0,0.0,0,44,6000.0,2912.826118,186.295633,1.0,12,0,2020.0,3.0,2020-03,2020-09-04,0.0,2020.0
4829,4830,C14963,2020-03-16,2020-06-14,743.52397,1.0,962.78,278.48,684.3,360.15497200000004,1.0,0.25,1.0,0.083333,1,30,1000.0,402.895757,794.825011,0.0,12,0,2020.0,3.0,2020-03,2020-06-14,0.360154972,2020.0
4830,4831,C14964,2020-03-16,2020-06-29,1161.901683,1.0,10903.22,7841.79,3061.43,0.0,1.0,1.0,1.0,0.0,0,136,12000.0,10799.000740000001,235.88019,1.0,12,0,2020.0,3.0,2020-03,2020-06-29,0.0,2020.0
4831,4832,C14965,2020-03-16,2020-09-07,10.451064,0.333333,405.93,405.93,0.0,0.0,0.11111099999999999,0.11111099999999999,0.0,0.0,0,1,6500.0,831.748202,165.599724,0.0,9,0,2020.0,3.0,2020-03,2020-09-07,0.0,2020.0
4832,4833,C14966,2020-03-16,2020-09-13,256.028048,1.0,627.42,0.0,627.42,0.0,0.833333,0.0,0.833333,0.0,0,16,2500.0,288.225797,174.79951699999998,0.083333,12,0,2020.0,3.0,2020-03,2020-09-13,0.0,2020.0
4833,4834,C14967,2020-03-16,2020-11-06,1109.172807,0.909091,190.0,190.0,0.0,1496.441591,0.083333,0.083333,0.0,0.166667,5,1,1500.0,795.189855,331.294133,0.0,12,0,2020.0,3.0,2020-03,2020-11-06,0.9976277273333334,2020.0
4834,4835,C14968,2020-03-16,2020-07-04,15.307062,1.0,71.52,0.0,71.52,0.0,1.0,0.0,0.833333,0.0,0,6,1500.0,55.180487,69.3025,0.25,6,0,2020.0,3.0,2020-03,2020-07-04,0.0,2020.0
4835,4836,C14969,2020-03-16,2020-05-31,1056.954525,1.0,0.0,0.0,0.0,744.2213429999999,0.0,0.0,0.0,0.333333,11,0,2500.0,498.592426,250.571856,0.0,12,0,2020.0,3.0,2020-03,2020-05-31,0.2976885372,2020.0
4836,4837,C14970,2020-03-16,2020-09-21,4797.567431,1.0,0.0,0.0,0.0,4824.425698,0.0,0.0,0.0,0.333333,10,0,5000.0,5965.070573,2108.574767,0.083333,12,0,2020.0,3.0,2020-03,2020-09-21,0.9648851396,2020.0
4837,4838,C14971,2020-03-16,2020-07-10,42.363094,0.571429,0.0,0.0,0.0,260.723304,0.0,0.0,0.0,0.28571399999999997,2,0,1200.0,440.93937900000003,39.551362,0.0,7,0,2020.0,3.0,2020-03,2020-07-10,0.21726942,2020.0
4838,4839,C14972,2020-03-16,2020-06-11,608.422266,0.636364,0.0,0.0,0.0,2338.86519,0.0,0.0,0.0,0.166667,2,0,4000.0,600.277524,369.688294,0.0,12,0,2020.0,3.0,2020-03,2020-06-11,0.5847162975,2020.0
4839,4840,C14973,2020-03-16,2020-11-07,7.950803,0.636364,92.2,0.0,92.2,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,152.592178,125.68403300000001,0.166667,12,0,2020.0,3.0,2020-03,2020-11-07,0.0,2020.0
4840,4841,C14974,2020-03-16,2020-09-14,927.9835429999999,1.0,1321.52,1321.52,0.0,0.0,0.25,0.25,0.0,0.0,0,15,4500.0,527.949934,264.03013300000003,0.0,12,0,2020.0,3.0,2020-03,2020-09-14,0.0,2020.0
4841,4842,C14975,2020-03-16,2020-09-19,821.9331129999999,1.0,987.26,872.64,114.62,0.0,0.916667,0.833333,0.416667,0.0,0,29,6500.0,1605.098906,212.082883,0.0,12,0,2020.0,3.0,2020-03,2020-09-19,0.0,2020.0
4842,4843,C14976,2020-03-16,2020-10-24,46.773238,0.545455,2166.56,0.0,2166.56,0.0,0.666667,0.0,0.583333,0.0,0,16,3000.0,1969.3080690000002,100.53896999999999,0.4,12,0,2020.0,3.0,2020-03,2020-10-24,0.0,2020.0
4843,4844,C14977,2020-03-16,2020-10-03,42.755705999999996,0.545455,350.94,284.29,66.65,0.0,0.25,0.25,0.25,0.0,0,9,5000.0,1191.823088,195.006921,0.4,12,0,2020.0,3.0,2020-03,2020-10-03,0.0,2020.0
4844,4845,C14978,2020-03-16,2020-09-07,95.731707,1.0,632.3,200.0,432.3,0.0,0.916667,0.083333,0.916667,0.0,0,12,2000.0,606.576346,173.221204,0.5,12,0,2020.0,3.0,2020-03,2020-09-07,0.0,2020.0
4845,4846,C14979,2020-03-16,2020-09-26,889.767658,1.0,2997.02,1823.02,1174.0,0.0,0.916667,0.416667,0.916667,0.0,0,22,7000.0,2199.48968,244.279734,0.0,12,0,2020.0,3.0,2020-03,2020-09-26,0.0,2020.0
4846,4847,C14980,2020-03-16,2020-08-18,1456.399956,0.909091,0.0,0.0,0.0,4116.968065,0.0,0.0,0.0,0.727273,34,0,2500.0,2793.487295,545.8747950000001,0.0,11,0,2020.0,3.0,2020-03,2020-08-18,1.646787226,2020.0
4847,4848,C14981,2020-03-16,2020-09-07,72.37297099999999,0.363636,456.7,456.7,0.0,0.0,0.25,0.25,0.0,0.0,0,4,1200.0,312.28778700000004,163.340754,0.0,12,0,2020.0,3.0,2020-03,2020-09-07,0.0,2020.0
4848,4849,C14982,2020-03-16,2020-04-28,405.052353,1.0,515.14,69.0,446.14,0.0,0.583333,0.083333,0.416667,0.0,0,11,4500.0,281.491353,280.482025,0.0,12,0,2020.0,3.0,2020-03,2020-04-28,0.0,2020.0
4849,4850,C14983,2020-03-16,2020-07-28,855.811816,1.0,1960.18,306.18,1654.0,271.838738,1.0,0.083333,0.916667,0.083333,1,42,3000.0,2043.814652,324.863481,0.1,12,0,2020.0,3.0,2020-03,2020-07-28,0.09061291266666666,2020.0
4850,4851,C14984,2020-03-16,2020-07-14,1074.2584869999998,1.0,11.35,0.0,11.35,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,421.348577,206.637191,0.0,12,0,2020.0,3.0,2020-03,2020-07-14,0.0,2020.0
4851,4852,C14985,2020-03-16,2020-07-24,3024.642476,1.0,0.0,0.0,0.0,2381.716886,0.0,0.0,0.0,0.083333,2,0,8000.0,578.458133,1031.5915,0.0,12,0,2020.0,3.0,2020-03,2020-07-24,0.29771461075,2020.0
4852,4853,C14986,2020-03-16,2020-08-03,597.410794,0.909091,344.75,289.3,55.45,1347.900815,0.25,0.25,0.166667,0.416667,9,7,2500.0,2026.647785,172.765035,0.0,12,0,2020.0,3.0,2020-03,2020-08-03,0.539160326,2020.0
4853,4854,C14987,2020-03-16,2020-07-12,43.20377,1.0,308.22,0.0,308.22,0.0,0.916667,0.0,0.916667,0.0,0,11,2000.0,331.111373,162.258275,0.5,12,0,2020.0,3.0,2020-03,2020-07-12,0.0,2020.0
4854,4855,C14988,2020-03-17,2020-09-09,79.517489,0.818182,335.38,270.0,65.38,0.0,0.25,0.083333,0.083333,0.0,0,3,3000.0,413.920617,122.063597,0.11111099999999999,12,0,2020.0,3.0,2020-03,2020-09-09,0.0,2020.0
4855,4856,C14989,2020-03-17,2020-07-31,35.16925,0.636364,272.34,0.0,272.34,0.0,0.416667,0.0,0.416667,0.0,0,8,1500.0,386.322209,104.5487,0.272727,12,0,2020.0,3.0,2020-03,2020-07-31,0.0,2020.0
4856,4857,C14990,2020-03-17,2020-07-08,5177.774511,1.0,1562.74,979.99,582.75,1443.2006689999998,0.666667,0.166667,0.5,0.166667,4,9,9000.0,3770.423728,1262.016427,0.0,12,0,2020.0,3.0,2020-03,2020-07-08,0.16035562988888888,2020.0
4857,4858,C14991,2020-03-17,2020-06-19,80.298186,0.727273,1090.0,0.0,1090.0,0.0,0.5,0.0,0.416667,0.0,0,6,4500.0,1015.891727,166.102478,0.666667,12,0,2020.0,3.0,2020-03,2020-06-19,0.0,2020.0
4858,4859,C14992,2020-03-17,2020-07-26,1202.204204,1.0,435.04,435.04,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,686.958695,847.988773,0.0,12,0,2020.0,3.0,2020-03,2020-07-26,0.0,2020.0
4859,4860,C14993,2020-03-17,2020-07-10,31.161679,0.545455,300.0,0.0,300.0,0.0,0.5,0.0,0.5,0.0,0,6,11500.0,619.1799570000001,162.175915,1.0,12,0,2020.0,3.0,2020-03,2020-07-10,0.0,2020.0
4860,4861,C14994,2020-03-17,2020-08-26,176.16276200000001,0.909091,1814.64,1614.64,200.0,0.0,0.583333,0.583333,0.083333,0.0,0,25,4000.0,1847.959268,81.667964,0.333333,12,0,2020.0,3.0,2020-03,2020-08-26,0.0,2020.0
4861,4862,C14995,2020-03-17,2020-06-05,703.4076759999999,1.0,637.84,0.0,637.84,0.0,0.636364,0.0,0.545455,0.0,0,7,4500.0,888.272466,210.538977,0.0,11,0,2020.0,3.0,2020-03,2020-06-05,0.0,2020.0
4862,4863,C14996,2020-03-17,2020-06-11,445.92110099999996,1.0,1580.56,701.61,878.95,2703.4080559999998,1.0,0.666667,1.0,0.5,14,61,2500.0,3992.8893,185.41893100000001,1.0,12,0,2020.0,3.0,2020-03,2020-06-11,1.0813632223999998,2020.0
4863,4864,C14997,2020-03-17,2020-09-10,3083.784255,1.0,0.0,0.0,0.0,737.6528490000001,0.0,0.0,0.0,0.166667,2,0,5500.0,1033.581612,746.430888,0.0,12,0,2020.0,3.0,2020-03,2020-09-10,0.13411869981818184,2020.0
4864,4865,C14998,2020-03-17,2020-08-14,31.111548,1.0,110.0,110.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,8000.0,228.19209500000002,73.146612,0.0,12,0,2020.0,3.0,2020-03,2020-08-14,0.0,2020.0
4865,4866,C15000,2020-03-17,2020-08-08,503.73278600000003,1.0,1730.3,1401.15,329.15,0.0,0.916667,0.583333,0.333333,0.0,0,21,2500.0,2293.371099,179.553478,0.083333,12,0,2020.0,3.0,2020-03,2020-08-08,0.0,2020.0
4866,4867,C15001,2020-03-17,2020-08-05,176.837859,1.0,108.39,0.0,108.39,0.0,0.416667,0.0,0.416667,0.0,0,6,1500.0,56.561603000000005,174.299229,0.0,12,0,2020.0,3.0,2020-03,2020-08-05,0.0,2020.0
4867,4868,C15002,2020-03-17,2020-10-07,94.537529,1.0,1399.55,1399.55,0.0,0.0,0.916667,0.916667,0.0,0.0,0,12,7500.0,471.663042,209.623931,0.3,12,0,2020.0,3.0,2020-03,2020-10-07,0.0,2020.0
4868,4869,C15003,2020-03-17,2020-05-09,661.940291,1.0,755.14,482.9,272.24,0.0,0.916667,0.75,0.75,0.0,0,29,6500.0,2284.482833,247.277952,0.333333,12,0,2020.0,3.0,2020-03,2020-05-09,0.0,2020.0
4869,4870,C15004,2020-03-17,2020-09-25,8.799432000000001,0.454545,1591.48,218.8,1372.68,0.0,0.833333,0.25,0.666667,0.0,0,23,2000.0,1496.045221,72.016021,0.2,12,0,2020.0,3.0,2020-03,2020-09-25,0.0,2020.0
4870,4871,C15005,2020-03-17,2020-06-22,3106.4182149999997,0.636364,0.0,0.0,0.0,2139.745589,0.0,0.0,0.0,0.333333,6,0,10000.0,11508.41333,1296.6716609999999,0.14285699999999998,12,0,2020.0,3.0,2020-03,2020-06-22,0.2139745589,2020.0
4871,4872,C15006,2020-03-17,2020-10-06,827.393597,0.727273,693.89,0.0,693.89,0.0,0.416667,0.0,0.416667,0.0,0,13,1500.0,1954.5909550000001,700.486647,0.090909,12,0,2020.0,3.0,2020-03,2020-10-06,0.0,2020.0
4872,4873,C15007,2020-03-17,2020-07-14,0.0,0.0,94.5,0.0,94.5,0.0,0.166667,0.0,0.166667,0.0,0,2,1500.0,0.0,,0.0,12,0,2020.0,3.0,2020-03,2020-07-14,0.0,2020.0
4873,4874,C15008,2020-03-17,2020-07-21,4361.9641759999995,1.0,0.0,0.0,0.0,288.451529,0.0,0.0,0.0,0.166667,2,0,4500.0,1041.187421,1583.2957509999999,0.0,12,0,2020.0,3.0,2020-03,2020-07-21,0.06410033977777778,2020.0
4874,4875,C15009,2020-03-17,2020-07-14,73.10055,1.0,78.09,0.0,78.09,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,93.718849,256.977391,0.0,12,0,2020.0,3.0,2020-03,2020-07-14,0.0,2020.0
4875,4876,C15010,2020-03-17,2020-06-15,7.0474820000000005,0.545455,321.07,321.07,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,3000.0,285.78525299999995,52.529089,0.0,12,0,2020.0,3.0,2020-03,2020-06-15,0.0,2020.0
4876,4877,C15011,2020-03-17,2020-05-14,353.895121,1.0,2073.54,2073.54,0.0,175.82671100000002,0.75,0.75,0.0,0.25,4,35,700.0,1633.858307,156.422554,0.333333,12,0,2020.0,3.0,2020-03,2020-05-14,0.25118101571428575,2020.0
4877,4878,C15012,2020-03-17,2020-10-16,5911.506531,0.9,0.0,0.0,0.0,7098.892954000001,0.0,0.0,0.0,0.3,13,0,8000.0,1156.310659,1880.717414,0.0,10,0,2020.0,3.0,2020-03,2020-10-16,0.8873616192500001,2020.0
4878,4879,C15013,2020-03-17,2020-09-26,8.523984,0.363636,130.32,0.0,130.32,0.0,0.166667,0.0,0.083333,0.0,0,2,1500.0,64.34569,100.347627,0.0,12,0,2020.0,3.0,2020-03,2020-09-26,0.0,2020.0
4879,4880,C15014,2020-03-17,2020-08-09,3096.8316839999998,1.0,4492.85,1076.95,3415.9,0.0,1.0,1.0,1.0,0.0,0,40,10000.0,3853.65899,708.700191,0.0,12,0,2020.0,3.0,2020-03,2020-08-09,0.0,2020.0
4880,4881,C15015,2020-03-17,2020-10-16,2468.5061769999998,1.0,0.0,0.0,0.0,648.808629,0.0,0.0,0.0,0.25,4,0,2500.0,601.740186,1085.79506,0.0,12,0,2020.0,3.0,2020-03,2020-10-16,0.2595234516,2020.0
4881,4882,C15016,2020-03-17,2020-06-02,1341.000157,1.0,1355.77,1220.45,135.32,929.959753,0.916667,0.666667,0.5,0.083333,1,24,4000.0,553.207757,351.43166,0.0,12,0,2020.0,3.0,2020-03,2020-06-02,0.23248993825,2020.0
4882,4883,C15017,2020-03-17,2020-07-18,169.343874,0.818182,1553.8,1553.8,0.0,0.0,0.5,0.5,0.0,0.0,0,8,16500.0,1921.042991,125.89566699999999,0.8,12,0,2020.0,3.0,2020-03,2020-07-18,0.0,2020.0
4883,4884,C15018,2020-03-17,2020-08-12,18.112481,0.636364,206.69,0.0,206.69,0.0,0.416667,0.0,0.416667,0.0,0,5,2000.0,259.02173700000003,95.4525,0.3,12,0,2020.0,3.0,2020-03,2020-08-12,0.0,2020.0
4884,4885,C15019,2020-03-17,2020-05-16,287.49327900000003,0.22222199999999998,1709.0,1709.0,0.0,0.0,0.11111099999999999,0.11111099999999999,0.0,0.0,0,1,2283.333333,5120.550705,259.56172999999995,0.0,9,0,2020.0,3.0,2020-03,2020-05-16,0.0,2020.0
4885,4886,C15020,2020-03-17,2020-09-16,38.013028000000006,1.0,469.62,0.0,469.62,0.0,0.833333,0.0,0.833333,0.0,0,12,4000.0,744.8548440000001,68.98671999999999,0.4,12,0,2020.0,3.0,2020-03,2020-09-16,0.0,2020.0
4886,4887,C15021,2020-03-17,2020-09-12,8.570991000000001,0.272727,149.55,149.55,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,447.37711900000005,97.176376,0.0,12,0,2020.0,3.0,2020-03,2020-09-12,0.0,2020.0
4887,4888,C15022,2020-03-17,2020-10-16,7.20735,0.545455,152.02,0.0,152.02,0.0,0.583333,0.0,0.5,0.0,0,7,1000.0,219.44591499999999,99.133361,0.5,12,0,2020.0,3.0,2020-03,2020-10-16,0.0,2020.0
4888,4889,C15023,2020-03-17,2020-09-11,15.667283,1.0,147.48,0.0,147.48,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,137.10560800000002,124.54448300000001,0.416667,12,0,2020.0,3.0,2020-03,2020-09-11,0.0,2020.0
4889,4890,C15025,2020-03-17,2020-08-08,955.1590369999999,1.0,440.57,45.65,394.92,0.0,0.666667,0.083333,0.666667,0.0,0,13,1000.0,684.0901309999999,591.385845,0.0,12,0,2020.0,3.0,2020-03,2020-08-08,0.0,2020.0
4890,4891,C15026,2020-03-17,2020-05-23,827.2550669999999,1.0,281.97,0.0,281.97,0.0,0.416667,0.0,0.416667,0.0,0,5,1000.0,298.80863700000003,232.28620800000002,0.0,12,0,2020.0,3.0,2020-03,2020-05-23,0.0,2020.0
4891,4892,C15027,2020-03-17,2020-07-26,2472.017517,1.0,2317.89,1716.02,601.87,0.0,1.0,0.583333,0.75,0.0,0,55,5500.0,647.118596,769.790351,0.0,12,0,2020.0,3.0,2020-03,2020-07-26,0.0,2020.0
4892,4893,C15028,2020-03-17,2020-07-17,22.322215,0.363636,448.0,190.0,258.0,0.0,0.333333,0.083333,0.25,0.0,0,5,3000.0,1262.320878,132.88943500000002,1.0,12,0,2020.0,3.0,2020-03,2020-07-17,0.0,2020.0
4893,4894,C15029,2020-03-17,2020-10-21,1764.0831640000001,1.0,329.47,0.0,329.47,58.536178,1.0,0.0,1.0,0.166667,2,22,1800.0,789.269658,798.373689,0.0,12,0,2020.0,3.0,2020-03,2020-10-21,0.03252009888888889,2020.0
4894,4895,C15030,2020-03-17,2020-08-27,23.651198,0.454545,250.0,0.0,250.0,0.0,0.416667,0.0,0.333333,0.0,0,5,1200.0,475.34762300000006,173.942309,1.0,12,0,2020.0,3.0,2020-03,2020-08-27,0.0,2020.0
4895,4896,C15031,2020-03-18,2020-06-06,1886.8112820000001,1.0,146.73,146.73,0.0,3249.377014,0.166667,0.166667,0.0,0.416667,10,2,3000.0,2817.269516,523.086888,0.083333,12,0,2020.0,3.0,2020-03,2020-06-06,1.0831256713333335,2020.0
4896,4897,C15032,2020-03-18,2020-05-13,232.14034500000002,0.818182,552.66,76.0,476.66,76.63331600000001,1.0,0.166667,1.0,0.083333,2,20,500.0,1123.972876,332.553992,0.090909,12,0,2020.0,3.0,2020-03,2020-05-13,0.153266632,2020.0
4897,4898,C15033,2020-03-18,2020-08-08,17.092052,0.454545,1160.0,0.0,1160.0,0.0,1.0,0.0,1.0,0.0,0,29,7000.0,1587.607855,78.17536899999999,0.4,12,0,2020.0,3.0,2020-03,2020-08-08,0.0,2020.0
4898,4899,C15034,2020-03-18,2020-07-26,4746.953711,0.909091,0.0,0.0,0.0,939.38774,0.0,0.0,0.0,0.454545,10,0,11000.0,1257.708437,1029.681413,0.0,11,0,2020.0,3.0,2020-03,2020-07-26,0.08539888545454545,2020.0
4899,4900,C15035,2020-03-18,2020-08-03,30.969957,0.666667,319.67,319.67,0.0,0.0,0.666667,0.666667,0.0,0.0,0,5,7500.0,103.19810799999999,55.782805,0.0,6,0,2020.0,3.0,2020-03,2020-08-03,0.0,2020.0
4900,4901,C15036,2020-03-18,2020-05-02,201.463595,1.0,2148.34,638.34,1510.0,0.0,1.0,1.0,0.166667,0.0,0,32,5000.0,1951.5219780000002,147.236428,1.0,12,0,2020.0,3.0,2020-03,2020-05-02,0.0,2020.0
4901,4902,C15037,2020-03-18,2020-10-29,322.411152,1.0,1506.92,813.02,693.9,0.0,1.0,1.0,0.583333,0.0,0,33,2500.0,1567.278435,167.076537,0.0,12,0,2020.0,3.0,2020-03,2020-10-29,0.0,2020.0
4902,4903,C15038,2020-03-18,2020-07-21,1129.185643,1.0,0.0,0.0,0.0,1385.126221,0.0,0.0,0.0,0.25,3,0,1500.0,1275.071841,293.203915,0.0,12,0,2020.0,3.0,2020-03,2020-07-21,0.9234174806666666,2020.0
4903,4904,C15039,2020-03-18,2020-07-30,99.643727,1.0,677.68,655.68,22.0,0.0,1.0,1.0,0.083333,0.0,0,14,3000.0,809.678399,148.487769,0.272727,12,0,2020.0,3.0,2020-03,2020-07-30,0.0,2020.0
4904,4905,C15040,2020-03-18,2020-07-08,651.394216,1.0,2529.64,1014.32,1515.32,0.0,1.0,0.916667,1.0,0.0,0,83,7500.0,2334.3148109999997,200.43596399999998,0.0,12,0,2020.0,3.0,2020-03,2020-07-08,0.0,2020.0
4905,4906,C15041,2020-03-18,2020-10-23,1409.256223,0.9,4569.65,1748.94,2820.71,3883.517967,0.7,0.6,0.6,0.4,5,24,30000.0,5772.813158,472.103929,0.0,10,0,2020.0,3.0,2020-03,2020-10-23,0.12945059890000002,2020.0
4906,4907,C15042,2020-03-18,2020-08-06,194.92700000000002,0.909091,2061.48,1613.06,448.42,0.0,0.833333,0.5,0.5,0.0,0,23,8500.0,1937.914753,144.660755,0.636364,12,0,2020.0,3.0,2020-03,2020-08-06,0.0,2020.0
4907,4908,C15043,2020-03-18,2020-10-18,6758.987905,1.0,198.96,26.6,172.36,7019.083751,0.5,0.083333,0.416667,0.083333,13,7,11000.0,2337.875284,3171.185979,0.0,12,0,2020.0,3.0,2020-03,2020-10-18,0.6380985228181818,2020.0
